id_encuestado,carrera,semestre,jornada,trabaja,promedio_actual,q01_horas_estudio,q02_planificacion,q03_entrega_tareas,q04_trabajo_equipo,q05_asistencia,q06_uso_biblioteca,q07_uso_plataformas,q08_consulta_tutorias,q09_disponibilidad_laboratorios,q10_calidad_internet,q11_claridad_docente,q12_puntualidad_docente,q13_retroalimentacion,q14_evaluacion_justa,q15_dificultad_cursos,q16_estres_academico,q17_equilibrio_vida_estudio,q18_satisfaccion_carrera,q19_intencion_continuar,q20_recomendaria_facultad
202,Ingeniería Electrónica,5,Vespertina,No,61,2,2,3,3,3,2,4,3,4,4,3,3,3,3,3,3,4,3,3,3
203,Ingeniería de Sistemas,5,Matutina,No,77,4,3,1,2,3,2,3,3,4,3,4,5,5,4,2,3,4,4,5,4
204,Ingeniería Eléctrica,6,Matutina,No,69,4,3,4,3,5,2,2,3,2,2,3,3,2,4,3,3,4,3,3,4
205,Ingeniería Electrónica,6,Nocturna,No,91,5,3,4,4,2,2,2,4,4,3,4,3,4,3,3,3,3,3,5,3
206,Ingeniería Electrónica,5,Matutina,No,80,1,5,3,3,3,4,3,2,4,2,3,2,2,4,2,2,3,3,5,5
207,Ingeniería Electrónica,5,Matutina,No,59,3,1,2,2,2,2,5,2,5,3,3,4,5,2,2,2,3,2,4,5
208,Ingeniería de Sistemas,7,Nocturna,Sí,66,3,3,2,3,2,2,4,3,3,2,4,4,3,3,4,3,1,5,3,3
209,Ingeniería Electrónica,6,Matutina,Sí,60,3,2,2,3,2,3,3,2,1,4,3,4,4,2,2,5,4,3,4,3
210,Ingeniería Eléctrica,5,Matutina,No,54,3,2,3,2,2,2,3,4,4,4,2,4,2,4,3,3,2,4,2,3
211,Ingeniería de Sistemas,6,Vespertina,No,97,4,5,3,4,5,4,5,3,4,4,5,2,2,4,3,2,2,3,2,5
212,Ingeniería de Sistemas,5,Nocturna,No,81,4,3,4,4,5,4,4,4,3,3,4,4,3,4,3,2,4,4,5,2
213,Ingeniería Electrónica,5,Vespertina,No,75,2,2,1,2,4,2,3,1,4,2,3,3,2,2,4,3,4,4,4,2
214,Ingeniería Electrónica,5,Vespertina,No,85,5,3,3,5,4,4,4,5,3,3,4,5,3,3,3,1,3,2,4,4
215,Ingeniería Electrónica,6,Vespertina,Sí,76,3,2,1,3,1,4,3,3,5,3,4,3,5,3,2,4,2,3,3,3
216,Ingeniería de Sistemas,6,Nocturna,Sí,73,3,4,1,3,3,1,3,3,3,1,5,3,4,4,3,4,2,2,4,3
217,Ingeniería de Sistemas,5,Matutina,No,78,3,3,4,3,4,2,3,2,3,3,4,3,3,4,2,5,3,2,4,4
218,Ingeniería Eléctrica,7,Nocturna,Sí,78,2,3,4,5,2,4,5,2,2,2,3,4,3,5,3,2,4,1,3,5
219,Ingeniería de Sistemas,6,Matutina,Sí,73,2,2,4,3,2,2,4,2,3,3,2,3,4,3,4,4,3,5,3,4
220,Ingeniería Electrónica,6,Nocturna,Sí,87,2,4,4,3,5,2,2,3,3,4,3,5,5,3,4,3,4,4,4,3
221,Ingeniería Electrónica,6,Matutina,No,75,3,1,4,4,2,2,3,2,3,1,2,5,2,4,4,2,4,3,3,4
222,Ingeniería Eléctrica,7,Vespertina,No,63,3,4,2,3,4,2,3,2,3,2,3,5,3,4,3,5,4,4,4,3
223,Ingeniería Electrónica,6,Matutina,No,67,3,3,3,1,3,5,4,4,4,4,4,4,3,3,3,3,3,4,4,4
224,Ingeniería Electrónica,7,Matutina,Sí,72,2,4,3,3,1,4,5,3,3,4,5,2,4,3,4,4,2,3,2,4
225,Ingeniería Electrónica,5,Matutina,No,74,2,3,4,5,3,4,2,4,4,3,4,3,3,4,2,3,2,3,3,4
226,Ingeniería de Sistemas,6,Matutina,Sí,66,2,3,3,2,2,4,3,5,1,3,5,3,3,4,3,3,3,3,4,4
227,Ingeniería Eléctrica,6,Matutina,Sí,68,4,3,3,3,2,1,3,2,2,2,5,5,3,3,2,4,4,3,1,4
228,Ingeniería de Sistemas,6,Nocturna,No,74,3,2,3,1,3,3,4,3,4,4,4,4,3,2,4,4,4,5,2,2
229,Ingeniería Electrónica,7,Matutina,No,68,4,2,2,3,3,4,3,2,1,3,3,2,4,4,4,4,4,2,2,4
230,Ingeniería Eléctrica,5,Nocturna,No,75,4,3,3,3,4,2,3,2,2,2,3,4,4,1,2,3,5,2,3,5
231,Ingeniería Electrónica,5,Matutina,Sí,62,3,3,4,2,1,3,5,2,2,4,3,4,4,3,2,5,2,2,4,3
232,Ingeniería Eléctrica,6,Matutina,No,86,2,3,4,3,4,1,4,3,3,2,3,1,3,2,4,2,3,5,5,4
233,Ingeniería de Sistemas,7,Nocturna,Sí,71,3,3,4,2,2,4,3,3,4,3,3,3,4,2,4,4,4,4,3,4
234,Ingeniería de Sistemas,6,Vespertina,No,76,3,3,3,2,5,4,4,4,4,3,3,4,3,2,4,3,4,5,4,4
235,Ingeniería de Sistemas,7,Matutina,No,76,5,3,5,2,4,4,4,3,3,3,4,4,4,3,3,2,3,5,4,5
236,Ingeniería Electrónica,7,Matutina,No,75,3,2,3,3,3,3,3,3,4,5,5,2,4,3,4,3,3,4,3,3
237,Ingeniería Electrónica,5,Nocturna,No,68,3,2,3,2,4,3,3,3,3,3,4,3,5,5,2,3,3,3,5,3
238,Ingeniería Eléctrica,7,Nocturna,Sí,63,2,1,3,3,2,3,4,4,5,2,5,3,3,3,3,4,2,3,4,3
239,Ingeniería Eléctrica,6,Matutina,No,78,2,3,2,2,4,2,4,3,3,3,4,4,4,4,3,3,3,4,4,3
240,Ingeniería de Sistemas,5,Nocturna,Sí,64,3,1,3,4,2,4,3,4,1,5,5,3,2,4,2,4,3,2,4,4
241,Ingeniería Electrónica,7,Nocturna,No,63,2,4,2,3,3,2,4,2,3,4,5,4,3,3,4,4,2,4,4,2
242,Ingeniería de Sistemas,5,Matutina,Sí,69,4,4,2,5,3,2,5,5,3,3,3,4,4,4,3,4,3,4,3,4
243,Ingeniería de Sistemas,5,Vespertina,No,67,2,3,1,3,2,4,5,4,3,5,2,2,3,5,3,3,2,4,4,4
244,Ingeniería de Sistemas,5,Matutina,Sí,61,2,2,1,3,2,3,4,4,3,3,4,4,3,3,1,3,3,4,4,4
245,Ingeniería Eléctrica,5,Nocturna,Sí,56,2,4,3,3,3,2,1,2,2,1,2,2,3,4,4,4,2,2,2,2
246,Ingeniería Eléctrica,7,Matutina,Sí,64,2,3,3,2,3,3,3,3,3,4,2,3,3,4,2,4,2,2,2,3
247,Ingeniería Electrónica,7,Vespertina,No,77,4,3,3,4,4,3,2,5,5,4,3,3,3,4,4,2,3,4,5,5
248,Ingeniería de Sistemas,7,Matutina,No,76,3,3,4,4,4,5,5,3,1,4,3,3,3,3,4,2,2,4,4,4
249,Ingeniería de Sistemas,5,Nocturna,No,69,4,2,3,5,3,4,3,2,1,3,4,4,4,2,5,2,3,4,4,5
250,Ingeniería de Sistemas,5,Matutina,No,99,4,4,4,5,4,3,2,3,4,2,3,4,2,4,2,2,2,5,5,4
251,Ingeniería de Sistemas,5,Matutina,Sí,63,2,1,3,4,3,5,4,4,5,3,3,5,5,3,3,3,3,4,2,5
252,Ingeniería de Sistemas,5,Vespertina,No,75,4,4,3,4,3,3,3,3,3,4,4,4,4,4,2,2,3,3,3,3
253,Ingeniería Electrónica,6,Matutina,No,70,3,2,3,2,4,3,2,3,4,3,4,4,5,4,3,2,4,2,4,3
254,Ingeniería de Sistemas,5,Vespertina,No,74,3,3,5,3,3,4,4,3,4,3,4,5,4,3,4,1,5,2,3,3
255,Ingeniería Eléctrica,6,Vespertina,Sí,65,3,2,3,2,1,2,2,3,2,3,3,4,3,3,3,4,2,5,3,2
256,Ingeniería de Sistemas,7,Matutina,No,82,5,4,3,5,3,1,4,2,4,3,4,5,2,3,3,5,2,3,4,3
257,Ingeniería de Sistemas,6,Matutina,No,72,4,2,3,3,2,4,4,4,2,4,5,3,5,3,2,3,4,3,3,4
258,Ingeniería Eléctrica,6,Nocturna,No,69,1,2,3,3,4,2,2,1,3,4,5,4,4,5,3,4,3,2,3,3
259,Ingeniería Eléctrica,5,Vespertina,No,72,3,5,3,4,3,3,4,3,1,3,4,4,4,2,2,3,4,5,4,4
260,Ingeniería de Sistemas,6,Matutina,No,55,2,2,4,1,4,3,3,3,3,4,2,4,3,3,5,3,4,4,2,5
261,Ingeniería Electrónica,6,Nocturna,Sí,72,3,4,4,3,3,4,4,2,2,3,5,4,2,2,4,3,3,3,5,3
262,Ingeniería Electrónica,7,Matutina,No,56,2,4,3,2,4,2,4,5,3,4,2,3,3,4,4,5,3,4,3,4
263,Ingeniería Eléctrica,6,Matutina,No,63,3,3,3,3,3,3,5,2,3,2,5,3,2,4,5,4,3,4,5,3
264,Ingeniería de Sistemas,6,Matutina,Sí,81,3,3,5,4,4,3,3,3,4,2,2,3,3,3,5,2,2,5,4,4
265,Ingeniería Electrónica,6,Nocturna,No,73,3,3,3,4,4,1,2,3,3,2,4,4,3,4,3,5,3,4,5,2
266,Ingeniería de Sistemas,7,Nocturna,Sí,83,4,3,2,3,4,2,2,1,2,4,5,5,3,2,4,4,3,2,3,3
267,Ingeniería Eléctrica,6,Nocturna,No,74,3,3,4,2,2,3,4,2,3,2,3,4,4,3,3,2,4,4,3,4
268,Ingeniería de Sistemas,6,Matutina,No,72,3,3,2,2,3,3,3,2,4,4,4,3,3,2,5,3,2,3,4,3
269,Ingeniería de Sistemas,6,Matutina,No,56,2,3,2,1,1,5,4,4,2,4,3,4,2,3,3,2,4,2,4,4
270,Ingeniería de Sistemas,5,Nocturna,Sí,68,2,2,2,3,2,3,2,3,3,3,4,3,4,3,3,5,3,3,5,5
271,Ingeniería de Sistemas,5,Nocturna,Sí,62,2,3,1,2,3,3,4,3,3,3,4,2,3,4,4,5,2,4,3,4
272,Ingeniería de Sistemas,7,Matutina,No,81,5,3,5,4,4,1,3,3,4,4,3,4,4,4,4,2,3,3,3,4
273,Ingeniería Eléctrica,6,Matutina,No,51,1,3,2,3,2,4,4,2,3,3,4,2,3,4,3,4,4,3,4,4
274,Ingeniería de Sistemas,6,Matutina,No,85,3,3,2,5,4,3,4,2,4,3,3,4,5,4,4,2,2,5,5,5
275,Ingeniería de Sistemas,6,Matutina,No,74,4,3,2,4,5,3,2,2,3,3,3,4,4,5,3,3,4,4,5,4
276,Ingeniería de Sistemas,7,Vespertina,No,85,4,4,4,4,4,2,4,4,4,5,4,4,2,3,4,4,3,4,3,3
277,Ingeniería de Sistemas,7,Matutina,No,74,3,4,4,4,3,3,4,4,4,3,2,3,4,4,3,3,4,3,4,3
278,Ingeniería Eléctrica,7,Matutina,No,66,3,4,2,1,3,3,2,2,4,4,1,3,5,3,3,3,2,2,4,2
279,Ingeniería de Sistemas,5,Nocturna,No,61,3,2,3,1,1,3,3,3,2,3,3,4,3,3,4,2,4,2,3,2
280,Ingeniería Electrónica,7,Nocturna,Sí,72,2,2,3,2,2,2,5,3,1,4,4,3,2,4,3,2,4,3,4,5
281,Ingeniería Electrónica,5,Matutina,No,68,3,3,3,4,2,3,2,3,5,2,3,3,3,2,4,3,4,2,4,4
282,Ingeniería Electrónica,7,Nocturna,Sí,88,3,3,4,2,2,3,3,4,3,3,5,3,3,4,4,4,4,3,3,3
283,Ingeniería Electrónica,5,Vespertina,No,72,1,3,4,4,3,3,5,4,3,3,4,2,3,5,4,3,2,4,3,4
284,Ingeniería de Sistemas,5,Vespertina,No,70,4,3,3,4,3,3,3,4,4,3,3,4,4,3,2,3,4,5,2,3
285,Ingeniería Eléctrica,6,Matutina,No,78,3,3,4,3,3,2,1,5,4,2,3,3,4,2,4,3,4,3,2,3
286,Ingeniería de Sistemas,5,Matutina,Sí,82,4,2,4,3,4,3,4,3,3,3,4,2,4,2,3,3,3,5,2,3
287,Ingeniería Electrónica,5,Vespertina,No,73,3,3,3,3,3,3,3,2,4,4,3,5,3,4,3,2,5,5,4,4
288,Ingeniería de Sistemas,7,Nocturna,Sí,53,3,4,3,4,1,2,2,3,3,3,4,5,2,3,4,3,2,4,2,3
289,Ingeniería de Sistemas,7,Matutina,No,88,3,5,3,4,3,3,3,3,4,4,4,4,3,4,5,3,3,3,3,1
290,Ingeniería de Sistemas,6,Vespertina,Sí,62,1,3,3,2,4,4,4,3,2,3,4,3,1,4,3,3,3,4,1,4
291,Ingeniería Electrónica,5,Nocturna,Sí,65,2,3,1,2,3,5,2,5,5,3,3,3,3,2,3,5,2,3,2,4
292,Ingeniería Electrónica,7,Matutina,Sí,76,4,1,4,3,3,3,3,3,3,4,3,3,2,4,4,4,2,2,4,5
293,Ingeniería Electrónica,6,Matutina,No,70,3,2,5,3,3,2,4,4,4,2,3,4,4,3,4,2,4,4,2,2
294,Ingeniería Electrónica,5,Matutina,Sí,73,2,2,3,2,3,3,2,4,4,2,4,3,3,3,4,3,2,2,2,4
295,Ingeniería Eléctrica,7,Matutina,No,69,3,3,2,2,3,3,3,3,4,3,4,2,1,4,2,3,3,5,4,4
296,Ingeniería Electrónica,7,Nocturna,Sí,63,3,2,2,4,3,3,3,2,4,3,5,3,4,2,4,5,1,3,3,3
297,Ingeniería Eléctrica,6,Nocturna,Sí,71,1,2,3,2,2,2,2,2,5,3,4,5,3,2,2,5,2,2,3,3
298,Ingeniería Eléctrica,7,Matutina,Sí,64,3,4,3,3,3,2,3,3,3,3,4,3,3,2,3,5,3,3,5,2
299,Ingeniería de Sistemas,7,Vespertina,Sí,73,4,4,3,3,3,2,3,3,4,4,4,4,2,3,4,3,3,5,4,4
300,Ingeniería Eléctrica,6,Vespertina,Sí,75,3,2,2,3,4,3,3,2,4,2,3,4,3,4,2,2,2,5,5,5
301,Ingeniería de Sistemas,6,Matutina,No,73,4,4,2,3,4,3,5,4,3,3,4,3,3,4,4,3,5,3,5,3
302,Ingeniería Eléctrica,7,Matutina,No,71,4,3,4,2,4,4,2,2,4,4,3,3,3,3,4,2,4,3,3,4
303,Ingeniería Electrónica,7,Matutina,Sí,79,4,4,4,3,2,3,4,4,3,2,2,3,3,3,4,5,3,3,3,4
304,Ingeniería Electrónica,5,Nocturna,No,76,3,2,4,2,3,3,4,4,2,3,3,4,3,3,3,2,4,4,4,3
305,Ingeniería de Sistemas,5,Matutina,No,89,3,3,2,3,4,4,4,3,3,3,5,4,2,3,3,2,4,4,4,5
306,Ingeniería Electrónica,6,Vespertina,Sí,68,2,2,3,1,3,2,4,2,2,3,3,3,2,2,4,2,3,4,3,2
307,Ingeniería Eléctrica,6,Matutina,Sí,55,2,3,1,2,2,3,1,3,4,3,2,3,5,4,4,4,2,3,3,4
308,Ingeniería Electrónica,6,Matutina,Sí,77,4,3,3,4,4,4,4,3,3,3,4,4,4,5,4,2,3,3,3,4
309,Ingeniería Electrónica,7,Matutina,No,83,3,3,3,3,4,2,3,2,2,3,4,3,2,4,5,3,2,4,5,3
310,Ingeniería Electrónica,5,Matutina,No,67,3,4,3,3,4,3,3,3,3,4,3,3,5,4,3,3,4,4,4,4
311,Ingeniería de Sistemas,7,Vespertina,No,77,3,3,1,5,4,3,5,2,5,2,4,2,3,4,3,4,3,3,3,4
312,Ingeniería Eléctrica,5,Matutina,No,82,3,4,4,4,3,3,5,3,3,3,3,5,3,3,3,1,3,3,4,3
313,Ingeniería Electrónica,6,Matutina,No,75,3,2,3,2,2,4,3,4,2,5,3,3,3,3,4,4,4,4,3,3
314,Ingeniería Eléctrica,5,Matutina,No,63,3,2,3,2,2,4,3,1,3,3,4,4,3,4,3,2,5,4,3,4
315,Ingeniería de Sistemas,5,Matutina,No,84,3,3,5,2,3,4,4,3,4,3,2,3,5,3,3,2,3,3,4,4
316,Ingeniería de Sistemas,6,Nocturna,No,72,3,4,2,2,3,2,3,2,2,4,4,4,4,3,3,3,3,2,3,5
317,Ingeniería Electrónica,6,Matutina,No,62,2,2,2,2,2,3,5,3,5,4,4,4,3,4,3,2,3,2,3,3
318,Ingeniería de Sistemas,6,Nocturna,Sí,62,2,2,4,3,4,2,3,3,1,2,5,3,2,5,2,4,2,1,3,4
319,Ingeniería Eléctrica,6,Matutina,No,70,3,4,3,4,3,3,5,2,4,3,3,5,2,3,2,3,3,4,3,3
320,Ingeniería de Sistemas,7,Matutina,Sí,64,3,2,3,4,3,3,4,4,3,3,4,3,2,2,4,2,3,3,4,3
321,Ingeniería Eléctrica,6,Matutina,No,74,4,3,4,3,4,4,4,3,3,2,4,3,3,2,3,3,4,3,5,3
322,Ingeniería Electrónica,5,Vespertina,Sí,86,5,3,4,2,5,3,4,1,4,3,4,4,3,3,4,3,2,3,2,3
323,Ingeniería de Sistemas,7,Vespertina,No,71,4,3,3,4,4,3,4,2,4,5,4,2,3,4,3,5,3,3,3,3
324,Ingeniería de Sistemas,5,Vespertina,No,61,2,2,3,2,2,2,1,2,2,3,3,3,2,1,4,2,3,2,4,3
325,Ingeniería de Sistemas,5,Matutina,No,71,3,3,3,2,4,3,3,4,4,4,1,5,4,5,4,4,4,4,5,4
326,Ingeniería Electrónica,5,Matutina,No,75,2,3,3,3,3,3,4,3,1,2,3,4,3,4,3,3,4,3,3,3
327,Ingeniería Eléctrica,5,Vespertina,Sí,67,1,3,2,2,2,3,3,2,4,3,3,3,5,3,3,3,2,3,2,2
328,Ingeniería Eléctrica,7,Vespertina,Sí,68,2,2,3,2,4,2,3,2,3,3,4,5,4,3,3,4,4,4,4,4
329,Ingeniería Eléctrica,7,Matutina,No,80,3,3,5,4,4,3,3,3,3,3,2,3,3,3,3,3,2,4,4,2
330,Ingeniería Electrónica,5,Matutina,No,71,4,2,4,3,3,2,3,2,2,3,3,5,2,3,3,2,4,3,1,4
331,Ingeniería de Sistemas,5,Matutina,No,81,3,3,2,4,4,3,1,2,3,3,4,4,4,3,4,4,3,4,5,4
332,Ingeniería Electrónica,5,Nocturna,Sí,75,4,3,3,4,3,4,3,3,2,3,4,5,4,3,2,4,3,4,4,3
333,Ingeniería de Sistemas,5,Matutina,Sí,72,3,1,4,4,3,4,4,2,4,3,3,4,2,4,3,2,3,4,3,3
334,Ingeniería de Sistemas,5,Nocturna,Sí,70,3,2,2,2,2,4,2,3,2,4,4,3,3,4,4,4,2,2,2,3
335,Ingeniería de Sistemas,5,Vespertina,Sí,65,2,2,1,4,3,3,3,3,2,3,3,4,4,3,4,3,2,3,4,2
336,Ingeniería de Sistemas,7,Nocturna,Sí,71,4,3,3,3,3,3,4,4,2,2,3,4,2,4,4,5,3,2,3,2
337,Ingeniería de Sistemas,5,Nocturna,Sí,60,2,2,1,1,2,4,3,3,3,4,5,3,2,5,5,4,1,4,3,3
338,Ingeniería Electrónica,7,Matutina,Sí,78,3,2,4,4,4,2,3,3,3,3,3,4,2,5,4,4,3,2,3,3
339,Ingeniería Electrónica,7,Matutina,Sí,76,4,3,4,3,2,3,3,2,4,1,5,5,3,4,4,3,3,3,3,4
340,Ingeniería Electrónica,5,Nocturna,No,70,4,3,2,4,3,3,1,3,3,2,3,3,3,2,4,4,3,4,5,4
341,Ingeniería Electrónica,6,Matutina,No,67,3,3,2,2,3,2,3,5,4,4,4,5,2,2,3,3,3,3,4,3
342,Ingeniería de Sistemas,6,Matutina,Sí,69,3,3,3,2,3,4,3,4,4,4,3,4,2,3,4,4,3,4,2,2
343,Ingeniería de Sistemas,7,Matutina,No,99,5,5,3,5,5,4,4,4,3,4,3,4,4,3,3,3,3,4,3,5
344,Ingeniería Electrónica,5,Matutina,No,74,2,2,3,3,4,3,4,3,2,3,4,1,2,3,3,2,3,3,3,3
345,Ingeniería de Sistemas,7,Matutina,No,79,3,3,4,3,3,4,3,4,3,3,3,3,1,3,3,4,3,4,2,3
346,Ingeniería de Sistemas,5,Nocturna,Sí,73,4,1,2,2,1,2,5,3,5,4,3,3,4,4,3,2,5,3,3,4
347,Ingeniería Electrónica,5,Matutina,No,62,2,2,2,2,1,2,3,4,2,3,4,5,4,3,3,2,3,3,4,4
348,Ingeniería Eléctrica,6,Matutina,No,82,3,4,4,3,5,1,2,2,3,3,4,4,4,3,2,3,3,2,4,5
349,Ingeniería Electrónica,7,Vespertina,No,70,4,3,4,4,4,3,4,1,3,2,4,3,2,5,4,4,3,3,4,3
350,Ingeniería de Sistemas,7,Matutina,Sí,68,3,4,2,2,3,2,4,2,5,4,4,4,2,5,3,3,1,4,2,4
351,Ingeniería Eléctrica,7,Matutina,No,67,3,4,3,4,3,4,3,2,5,1,3,3,5,5,5,3,5,3,4,3
352,Ingeniería de Sistemas,6,Nocturna,Sí,75,4,3,3,4,1,2,5,4,4,3,2,3,4,2,4,3,3,3,3,2
353,Ingeniería Electrónica,5,Vespertina,No,54,3,2,3,1,2,4,3,4,4,3,3,3,3,2,3,2,4,4,2,5
354,Ingeniería Eléctrica,7,Vespertina,Sí,81,3,5,3,2,3,2,5,3,4,4,3,4,2,5,4,4,2,3,3,5
355,Ingeniería de Sistemas,7,Matutina,Sí,63,3,1,3,4,2,3,3,4,3,5,4,4,3,4,2,4,3,4,3,2
356,Ingeniería de Sistemas,6,Vespertina,Sí,76,1,3,2,3,3,4,5,4,2,4,5,3,4,3,2,3,4,2,3,3
357,Ingeniería de Sistemas,5,Matutina,No,61,3,3,3,3,2,2,4,4,2,4,5,4,3,4,3,2,4,2,2,4
358,Ingeniería de Sistemas,5,Nocturna,Sí,86,1,3,4,4,5,3,3,1,3,4,3,3,4,2,4,5,3,3,4,1
359,Ingeniería Eléctrica,7,Matutina,No,89,4,3,4,4,4,4,3,3,3,2,3,5,2,3,3,3,3,4,2,4
360,Ingeniería de Sistemas,6,Matutina,No,72,2,3,4,4,4,3,4,3,3,3,3,3,5,3,3,2,3,5,3,4
361,Ingeniería de Sistemas,7,Nocturna,Sí,70,5,3,3,2,2,2,4,1,3,1,3,3,4,4,3,5,3,3,2,3
362,Ingeniería Electrónica,5,Matutina,Sí,70,3,2,3,5,2,3,1,3,4,4,3,4,5,4,3,2,2,2,4,2
363,Ingeniería Eléctrica,6,Matutina,No,83,3,4,3,4,3,2,4,2,4,3,3,4,4,4,4,3,2,5,2,4
364,Ingeniería de Sistemas,6,Matutina,Sí,83,5,3,4,4,4,3,4,4,4,2,3,3,2,4,4,4,2,2,3,4
365,Ingeniería Electrónica,7,Nocturna,Sí,75,3,3,5,4,4,3,3,3,2,4,4,4,4,2,4,3,2,3,4,4
366,Ingeniería de Sistemas,7,Vespertina,No,62,3,3,2,3,2,3,3,3,2,2,4,4,4,3,4,3,3,4,5,3
367,Ingeniería Electrónica,6,Vespertina,Sí,67,2,3,4,3,3,2,1,3,4,2,4,3,3,4,3,4,2,4,4,4
368,Ingeniería Electrónica,7,Matutina,Sí,71,2,3,3,3,3,2,4,5,4,3,2,3,4,4,3,4,3,4,3,3
369,Ingeniería Electrónica,5,Vespertina,No,61,1,3,4,2,2,3,4,3,4,3,4,4,3,5,2,3,4,3,4,4
370,Ingeniería Electrónica,5,Matutina,No,92,4,3,4,4,5,2,5,4,2,3,4,4,2,4,1,3,4,4,3,4
371,Ingeniería Eléctrica,5,Matutina,No,54,4,2,3,3,2,3,3,2,3,2,3,2,4,5,4,4,3,3,3,4
372,Ingeniería de Sistemas,7,Vespertina,No,69,3,3,5,3,4,3,4,4,2,3,4,4,2,1,3,4,3,4,4,4
373,Ingeniería Electrónica,6,Nocturna,Sí,75,2,2,3,3,1,3,4,3,2,3,3,4,5,4,4,4,3,2,3,4
374,Ingeniería Eléctrica,5,Matutina,No,78,4,4,3,5,3,3,3,3,3,2,3,3,4,5,4,2,3,4,5,3
375,Ingeniería de Sistemas,5,Vespertina,No,71,3,3,4,3,3,3,4,3,2,1,2,4,3,3,3,3,3,3,5,5
376,Ingeniería Electrónica,5,Matutina,Sí,72,2,2,3,3,3,4,4,3,3,3,4,3,2,3,2,5,2,3,3,3
377,Ingeniería Eléctrica,5,Matutina,Sí,81,4,2,3,3,3,4,3,3,4,4,3,4,4,3,2,2,3,3,4,4
378,Ingeniería de Sistemas,6,Matutina,No,68,2,3,3,3,3,5,4,3,3,3,3,3,3,4,2,4,4,4,3,3
379,Ingeniería Eléctrica,6,Matutina,No,79,3,3,3,4,4,1,4,3,3,2,3,3,2,2,3,3,3,3,3,3
380,Ingeniería de Sistemas,7,Matutina,Sí,64,3,2,3,4,2,3,5,3,2,4,2,5,2,5,5,3,3,4,4,4
381,Ingeniería Electrónica,7,Matutina,Sí,79,3,4,5,4,4,3,3,3,3,3,2,4,3,3,3,3,4,4,3,3
382,Ingeniería Eléctrica,6,Vespertina,No,77,2,4,4,2,5,3,3,4,4,3,4,4,3,3,2,3,3,3,4,3
383,Ingeniería de Sistemas,5,Matutina,Sí,74,4,3,3,3,3,2,3,4,1,3,4,3,3,3,3,3,2,4,5,3
384,Ingeniería de Sistemas,5,Matutina,No,71,3,4,3,4,3,3,3,2,5,2,2,3,2,3,4,4,4,3,4,4
385,Ingeniería Electrónica,5,Vespertina,No,69,3,3,5,2,3,2,2,5,2,3,2,3,4,3,4,3,4,5,3,4
386,Ingeniería Eléctrica,6,Nocturna,Sí,68,1,3,4,2,3,2,3,4,3,1,3,4,4,5,5,4,5,3,2,3
387,Ingeniería Electrónica,6,Matutina,No,72,3,4,4,3,3,3,2,4,4,2,3,4,3,3,3,2,4,3,5,3
388,Ingeniería Eléctrica,6,Matutina,No,64,4,2,1,2,4,4,3,3,2,1,4,4,3,2,5,2,4,2,4,4
389,Ingeniería de Sistemas,5,Vespertina,No,77,4,4,3,1,2,3,3,3,3,3,4,3,4,3,2,2,3,4,3,3
390,Ingeniería Electrónica,5,Matutina,Sí,82,5,5,3,4,4,3,2,2,2,3,3,1,3,3,4,3,2,2,3,3
391,Ingeniería Electrónica,7,Matutina,No,83,4,3,5,4,4,1,5,2,4,2,3,4,4,2,4,4,2,5,2,3
392,Ingeniería de Sistemas,6,Matutina,No,77,4,2,2,3,3,4,4,2,3,2,3,4,3,3,4,1,4,3,4,3
393,Ingeniería de Sistemas,6,Nocturna,Sí,58,1,4,2,1,1,4,3,3,3,4,3,5,3,4,4,4,2,3,4,3
394,Ingeniería Eléctrica,6,Vespertina,No,89,5,4,4,3,4,4,3,5,2,3,3,3,3,4,4,5,4,5,4,5
395,Ingeniería Eléctrica,7,Matutina,No,66,4,3,4,2,3,2,3,3,4,3,3,5,3,4,4,2,4,4,5,3
396,Ingeniería Electrónica,7,Matutina,No,76,4,3,5,3,5,3,2,4,4,2,2,3,3,1,4,3,2,4,4,4
397,Ingeniería Electrónica,7,Nocturna,Sí,68,3,3,2,2,3,3,2,4,2,4,2,5,2,4,3,4,3,4,2,3
398,Ingeniería de Sistemas,6,Matutina,No,66,3,2,3,3,3,5,3,4,4,3,3,3,3,2,3,2,4,4,4,4
399,Ingeniería de Sistemas,5,Vespertina,No,68,3,1,2,3,3,4,3,2,4,4,4,3,4,5,4,2,3,4,2,4
400,Ingeniería Eléctrica,6,Nocturna,No,84,4,3,5,4,5,1,2,3,2,2,3,3,5,4,4,4,3,3,3,3
401,Ingeniería Electrónica,6,Nocturna,Sí,69,2,3,2,3,3,2,3,3,4,3,3,4,5,4,4,4,4,4,4,4
402,Ingeniería de Sistemas,5,Nocturna,Sí,71,2,3,3,2,3,3,5,3,3,2,3,3,5,3,3,5,1,4,4,4
403,Ingeniería de Sistemas,5,Vespertina,No,82,4,4,4,3,2,2,2,3,4,4,4,3,3,3,2,4,3,2,3,3
404,Ingeniería Eléctrica,6,Vespertina,Sí,67,2,2,4,3,3,4,4,4,2,3,3,5,4,3,4,4,3,2,4,3
405,Ingeniería de Sistemas,6,Vespertina,Sí,63,2,3,3,3,2,4,2,2,3,3,3,4,3,3,4,4,2,2,3,3
406,Ingeniería Eléctrica,5,Nocturna,No,61,5,4,3,2,3,2,3,2,1,2,3,4,3,3,4,3,3,3,4,2
